date,board,type,name,status
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,John M Connolly,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Bruce M. Desmond,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Dennis M. Sullivan,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,William A. White Jr.,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,William M. Roche,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Maryann M. Heuston,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Thomas F. Taylor,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Walter F. Pero,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Sean T. O'Donovan,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Rebekah L. Gewirtz,Present
2011-01-03 18:00:00,Board of Aldermen,Organizational Meeting,Robert C. Trane,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Absent
2011-01-11 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Rebekah L. Gewirtz,Absent
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Jessie Baker,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Gregory Jenkins,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Keith Craig,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Stephanie Hirsch,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Matthew Dias,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Damon Luloff,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Michael Cabral,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Thomas Pasquarello,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,John Crooks,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Frank Wright,Present
2011-01-11 18:00:00,Finance Committee,Committee Meeting,Kevin Kelleher,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Absent
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Rebekah L. Gewirtz,Present
2011-01-13 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-01-20 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-01-20 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Absent
2011-01-20 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-01-20 18:00:00,Licenses and Permits Committee,Committee Meeting,Leo Martini,Present
2011-01-20 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,John M Connolly,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Robert C. Trane,Absent
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,William M. Roche,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Bruce M. Desmond,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Omar Boukili,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Eddie Nuzzo,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Anne Thomas,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Matt Buckley,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Stan Koty,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Nancy Gaudet,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,David Ross,Present
2011-01-20 18:30:00,Public Utilities and Public Works Committee,Committee Meeting,Greg Coughlin,Present
2011-01-20 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-01-20 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Absent
2011-01-20 18:30:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-01-20 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Present
2011-01-20 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Rebekah L. Gewirtz,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Bruce M. Desmond,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Anne Thomas,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Ed Bean,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Stan Koty,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Monica Lamboy,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,William M. Roche,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Ellen Schneider,Present
2011-01-24 18:00:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,William A. White Jr.,Present
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,Thomas F. Taylor,Present
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,Sean T. O'Donovan,Absent
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,Omar Boukili,Present
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,Monica Lamboy,Present
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,Anne Thomas,Present
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,Ellen Schneider,Present
2011-01-24 19:00:00,Land Use Committee,Committee Meeting,William M. Roche,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Bruce M. Desmond,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Rebekah L. Gewirtz,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William M. Roche,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Stan Koty,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Steve MacEachern,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Robert King,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Frank Wright,Present
2011-01-25 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas Pasquarello,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah L. Gewirtz,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,William M. Roche,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Walter F. Pero,Present
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Maryann M. Heuston,Absent
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Robert C. Trane,Absent
2011-01-25 19:00:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-01-27 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-01-27 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Absent
2011-01-27 18:30:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-01-27 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Absent
2011-01-27 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Rebekah L. Gewirtz,Present
2011-01-27 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Absent
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,William A. White Jr.,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Omar Boukili,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Monica Lamboy,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,George Proakis,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Dave Shapiro,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Kevin Prior,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Herbert Foster,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Thomas Bent,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Adam Dash,Present
2011-02-03 18:00:00,Land Use Committee,Committee Meeting,Dick Bauer,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William A. White Jr.,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,John M Connolly,Absent
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Walter F. Pero,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,William M. Roche,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Rebekah L. Gewirtz,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Robert C. Trane,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Omar Boukili,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Kevin Kelleher,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Thomas Pasquarello,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Stan Koty,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Carol Antonelli,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Cathy Levin,Present
2011-02-08 18:00:00,Public Health and Public Safety Committee,Committee Meeting,Dr. Daniel Fisher,Present
2011-02-08 19:00:00,Traffic and Parking Committee,Committee Meeting,William M. Roche,Present
2011-02-08 19:00:00,Traffic and Parking Committee,Committee Meeting,Robert C. Trane,Present
2011-02-08 19:00:00,Traffic and Parking Committee,Committee Meeting,Walter F. Pero,Absent
2011-02-08 19:00:00,Traffic and Parking Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-08 19:00:00,Traffic and Parking Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-02-08 19:00:00,Youth Services Committee,Committee Meeting,John M Connolly,Absent
2011-02-08 19:00:00,Youth Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-08 19:00:00,Youth Services Committee,Committee Meeting,Bruce M. Desmond,Absent
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Absent
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Absent
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,William M. Roche,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Robert C. Trane,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Omar Boukili,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Frank Wright,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,Anne Thomas,Present
2011-02-08 19:00:00,Legislative Matters Committee,Committee Meeting,David Lutes,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,William A. White Jr.,Absent
2011-02-09 18:00:00,Finance Committee,Committee Meeting,John M Connolly,Absent
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Monica Lamboy,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Tony Pierantozzi,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Vincent McKay,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Jessie Baker,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Stan Koty,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Steve MacEachern,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,David Salvi,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Dave Shapiro,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Thomas Pasquarello,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Stephanie Hirsch,Present
2011-02-09 18:00:00,Finance Committee,Committee Meeting,Ed Bean,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,John M Connolly,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Bruce M. Desmond,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Dennis M. Sullivan,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,William A. White Jr.,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,William M. Roche,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Maryann M. Heuston,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Thomas F. Taylor,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Walter F. Pero,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Sean T. O'Donovan,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Rebekah Gewirtz,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Robert C. Trane,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Joseph Curtatone,Present
2011-02-10 18:30:00,District Improvement Financing Governing Board,Regular Meeting,Monica Lamboy,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-02-10 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-02-16 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-16 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Absent
2011-02-16 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-02-16 18:00:00,Licenses and Permits Committee,Committee Meeting,Bruce M. Desmond,Present
2011-02-16 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Omar Boukili,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Sarah Kloos,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Robert Collins,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Thomas Pasquarello,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Michael Cabral,Present
2011-02-16 18:30:00,Confirmation of Appointments Committee,Committee Meeting,Kevin Kelleher,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Thomas F. Taylor,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,William A. White Jr.,Absent
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Bruce M. Desmond,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,John M Connolly,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Rebekah Gewirtz,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,William M. Roche,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Dennis M. Sullivan,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Maryann M. Heuston,Present
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Walter F. Pero,Absent
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Robert C. Trane,Absent
2011-02-17 18:00:00,Legislative Matters Committee,Committee of the Whole,Sean T. O'Donovan,Absent
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Maryann M. Heuston,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,William A. White Jr.,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,John M Connolly,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Omar Boukili,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Sarah Kloos,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Dave Shapiro,Present
2011-02-22 18:30:00,Finance Committee,Committee Meeting,Doug Willardson,Present
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,William A. White Jr.,Present
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,Bruce M. Desmond,Absent
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,John M Connolly,Present
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,Brandon Wilson,Present
2011-02-22 19:00:00,Legislative Matters Committee,Committee Meeting,Robert May,Present
2011-02-23 19:15:00,Youth Services Committee,Committee Meeting,John M Connolly,Present
2011-02-23 19:15:00,Youth Services Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-23 19:15:00,Youth Services Committee,Committee Meeting,Bruce M. Desmond,Present
2011-02-23 19:15:00,Youth Services Committee,Committee Meeting,William M. Roche,Present
2011-02-23 19:15:00,Youth Services Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-23 19:15:00,Youth Services Committee,Committee Meeting,Robert C. Trane,Present
2011-02-23 19:15:00,Youth Services Committee,Committee Meeting,Omar Boukili,Present
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,William M. Roche,Present
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,Robert C. Trane,Present
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,Walter F. Pero,Absent
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,John M Connolly,Present
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,Bruce M. Desmond,Present
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-23 19:15:00,Traffic and Parking Committee,Committee Meeting,Omar Boukili,Present
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,Bruce M. Desmond,Absent
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,Robert C. Trane,Present
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,William M. Roche,Present
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,Thomas F. Taylor,Present
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,Walter F. Pero,Absent
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,John M Connolly,Present
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-02-23 19:45:00,Confirmation of Appointments Committee,Committee Meeting,Omar Boukili,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,John M Connolly,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Bruce M. Desmond,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Dennis M. Sullivan,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,William A. White Jr.,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,William M. Roche,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Maryann M. Heuston,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Thomas F. Taylor,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Walter F. Pero,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Sean T. O'Donovan,Absent
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Rebekah Gewirtz,Present
2011-02-24 19:00:00,Board of Aldermen,Regular Meeting,Robert C. Trane,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,John M Connolly,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Bruce M. Desmond,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Dennis M. Sullivan,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,William A. White Jr.,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,William M. Roche,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Maryann M. Heuston,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Thomas F. Taylor,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Walter F. Pero,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Sean T. O'Donovan,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Rebekah Gewirtz,Present
2011-03-01 19:00:00,Board of Aldermen,Special Meeting,Robert C. Trane,Absent
2011-03-02 18:00:00,Licenses and Permits Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-03-02 18:00:00,Licenses and Permits Committee,Committee Meeting,Robert C. Trane,Present
2011-03-02 18:00:00,Licenses and Permits Committee,Committee Meeting,Maryann M. Heuston,Present
2011-03-02 18:00:00,Licenses and Permits Committee,Committee Meeting,Omar Boukili,Present
2011-03-02 18:00:00,Licenses and Permits Committee,Committee Meeting,Eddie Nuzzo,Present
2011-03-03 18:00:00,Housing and Community Development Committee,Committee Meeting,Sean T. O'Donovan,Present
2011-03-03 18:00:00,Housing and Community Development Committee,Committee Meeting,Dennis M. Sullivan,Present
2011-03-03 18:00:00,Housing and Community Development Committee,Committee Meeting,Rebekah Gewirtz,Present
2011-03-03 18:00:00,Housing and Community Development Committee,Committee Meeting,Maryann M. Heuston,Present
